sentiment,comment
nostalgia,"Popular, lot of air play the summer before my senior year. Great song. Great memories."
not nostalgia,You know I'm not gonna be rude about this go to the new music that I here today sounds  like crap  like Gucci gang or Rolex what is that wait let me think GARBAGE Elvis is the KING and no can replace this  magnificent person seriously this  is music if you agree people please like because I  think I"m right!!
not nostalgia,I wanna listen to this song when I get to Hawaii and dance with my partner to this song at the beach... Such a dream
not nostalgia,Did you know that this song is the 4th best selling single worldwide?
nostalgia,"I get flashbacks from this song when I was a child living in southern Italy, where every street was filled with lovers, compassionate for each other, and confessing there feelings"
nostalgia,"my dad loved this song so much,he used to sung this song when I was a kid. I miss my dad in heaven .... :)"
not nostalgia,the only thing i dont like about listening on youtube is that the comment section is always  a circle jerk of  "born in the wrong generation"  kids that think they're the only smart ones because they listen to old music.
not nostalgia,Wow you guys sure are special for listening to one of the most recognizable artists of the 20th century. When do you want your medal to come in the mail?
not nostalgia,this kind of music is way better than the music now and if you listen carefully this kind of music tells a story thank God for that.
nostalgia,Remind me of when I am 7 years old listening to this song on my way to school in my dad's car
not nostalgia,So glad I was brought up on this guy.  The best musician that ever lived and still lives on in our hearts.  The king of music he was and still is
not nostalgia,"I'm from Naples, so I speak the mother tongue of the original version of this song, but I must say I think this is much, much more charming than the original :-)"
not nostalgia,"I'd love for people of my age group to realise that music from the past isn't as historic as fossils and that it's a much more basic and illicit alternative to what they currently listen to. As a 17 I have come to the conclusion that my music taste, compared to others my age, has been bold and at some points non existent. However, pretty much all music I here from the 40s, 50s, and 60s (in my experience) is never as explicit or profane as modern music."
nostalgia,"Love this song , so many memories . Glen sang it brilliantly , but take a listen to george benson singing it  . Pure awesomeness"
not nostalgia,2019 is just another milestone in evolution of music as was the 80s...I am sure in the year 2040 it will still evoke similar response....
nostalgia,Every party when we were young..we played this song. Will love it forever. happy memories
not nostalgia,Very beautiful and so romantic love song. The music is so sweet and very melodious. Thank you so much for this very wonderful and so evergreen creation.
nostalgia,"I remember when i was teenager, i recorded this song from the radio to my cassette recorder. Quality was horrible but i listened to it for years "
nostalgia,80's music are the best! I remembered my childhood.
not nostalgia,This song is so good that no matter how many times the same lyrics repeated you just don't get tired of it.
not nostalgia,If you came here M I'm here if you decide to stop running ! You broke my heart but being with you made me dizzy with fear and excitement everytime I got to see you. You don't have to be that person anymore ! Yes you are crazy exciting but I've seen what's there behind it and I love that more. Yes I see the star it's all I can see when I look up at night. I love you 
nostalgia,"Why there is no singer today who can sing this innocent way so pure so gentle, Why it always have to be about sexuality or violence? I wish i was born in those times...."
not nostalgia,Nothings gonna change my love for you! If you read this wuv remember were almost 6 months strong I have a got feeling you will read this :)
not nostalgia,"I send this song to my husband for the last Valentine Day, he loved it. We are together since 1998, my first boyfriend, I was 15 years old and him 22 years old. "
not nostalgia,"That's what's wrong with today!!  Songs, aren't written from the heart. Now, it just materialistic bullshit!! Where's the love in that? Will they give their life for you? That is true love..."
not nostalgia,"I want to know who gave a thumbs down, really, in person!!  What is wrong with you?!  One of the most romantic songs of all time.  Love it!"
not nostalgia,True this track but have you ever thought about if: If her love is going to change for you because it may very might be?! Be ready for it just incase especially in this era nothing's sacred as it's not 1988 anymore!! Still otherwise a great song but don't be a fool without having a backup plan!! Still appreciated via this upload.
nostalgia,"Such a good song, love it, the old music of 80's & 90's is the best music ever, always brings back great memories from my youth"
nostalgia,played that song during my sister's wedding during their first dance....brings back a lot of memories.  This song is so good it has lasted all these years.....
not nostalgia,"A romantic late afternoon walk on a the sand of a California beach, refreshing breeze, faded white levis,, cool linen summer shirt and the lady in a floaty cool summer dress! Suggestive of anyone, have a good think!"
not nostalgia,this song says it all when you have a true lady to say how much the love you have for her x
not nostalgia,Someone should do a new version of this.  Fantastic little song.
not nostalgia,"Gone are the days when people sing real music, today they sing about nothing"
nostalgia,I swear this song was released in 1985 until I looked into it. Loved it in the 80s it brings back find memories.
nostalgia,"Memories I had at this time of this song 18 years, that it goes fast, but always beautiful to listen to"
not nostalgia,"This video outbeats Despecio and Taylor swift by a trillion light years, it deserves more views, it makes me wonder if something is wrong with the brains of most humans."
nostalgia,I was 17 years old just like him back then "1987" this brings back so much memories! A Beautiful song!!
nostalgia,"I remember learning to slow dance to this song in my best friend is backyard, the summer 1988"
not nostalgia,"I have a certain man on my mind, omg his hugs are the best. It takes my breath away just thinking about the hug I gave him, he held me tight."
not nostalgia,He must've been getting laid so fucking much back then! In 1987 he looked a lot like Shawn Mendes now
nostalgia,"Wow..,this song takes me back to my childhood,beautiful years beautiful music,,hahaha it makes me .So happy to had experienced the 80s..ONE LOVE"
not nostalgia,Okay lets look at this The man changes his shirt three times and you know got a crucifix on
not nostalgia,"Where would we be without soft focus?!   Certainly not in the 1980's, that's for sure"
not nostalgia,what's not love about this song???  it's perfect!!  They were just so overplayed in the 80s especially during weddings.....
nostalgia,Brings back so much memories of the 80's and 90's when I was in my teenager years. So glad I got to experience that era. Sad now that I'm in my mid 40's.
nostalgia,This was our song I messed up and I'll live the rest of my life knowing it. You was the best thing in my life. I just wish I could turn the clock back. We was so happy I'll never get that with anyone else never...
not nostalgia,This is what's missing in this world. LOVE..REAL LOVE. ..this is a banger no matter what year we in best believe 
nostalgia,Can someone build a time machine please? We need/ must bring this music back
not nostalgia,That's what I call a thing deserver of being called 'EVERGREEN'. It's not just a song.  It has got happiest moment of a thousand people's life.  It's priceless 
nostalgia,damn takes me back to Jr high school dances working up the nerve to ask someone to dance.
not nostalgia,Makes me think of the love I feel for someone so bad and they do not believe it. Nothing is going to change how I feel....god I am crying now...
not nostalgia,No question. That is one of the Best love Song  forever. This is My favorite love Song. This Song Touch my heart everytime when hear in Radio. Wow.
nostalgia,Met my first love and this song was mine to her after 32 years we  reconnected so many memories never stopped loving her.
nostalgia,"nothing gonna change my love for this song,  its the same feeling as back in the 80's"
not nostalgia,"These songs make me feel so proud and lucky to have been born in an era of beautiful music. Nowadays, I play these songs to my kids and they really like them. I am 42 now."
nostalgia,This song makes me think about a lady I love in the 1980's and she was kill in car wreak. I will never forget about her and she me so happy when we were together. I miss her!
not nostalgia,"Since he's a teacher now, I wonder if he sings ""Nothing's gonna change detention for you. You'll never ever know how bad I caught you!"" lol"
nostalgia,A time when romance and love actually mattered. Boys would call a girl on the phone for a date. Seemed like love and marriage was the path to a happy life. Now money and jobs have taken the place of love and marriage. How sad that we no longer value the things that make life worth living.
nostalgia,One of timeless classics.. This is my favorite song and it reminds me of those days
not nostalgia,"I feel like he could've been a huge movie star. He was pinup boy attractive, had a soft romantic side (not typical for a teenage dude) and seemed natural on screen."
not nostalgia,"i love this song ,lovely .its all about love.i still have the same feeling for the wife i married 18 years ago. This song truly says all,nothing gonna change my love for my ever loving wife."
not nostalgia,"ALL these years, I had no idea this was sung by a kid! Didn't find out until a couple weeks ago (May 2018). It seems to add an honest innocence to it."
nostalgia,What a beautiful song The first time I heard him I met the woman I love the most that today is my wife The song brings up beautiful memories
nostalgia,I love this song brings back good childhood memories.
nostalgia,"Great song. All my memories is coming to my brain. My Childhood, my Youth and my all life"
not nostalgia,"Now if George Benson had sang this song he'd been classified as a ""one"" hit wonder, still a great song and it's a pretty good tune, and overall Glen sang this song with emotion and feelings, better than some of these so called ""popstars""."
nostalgia,"This was my wedding song in 1987...brings back some awesome memories...we lasted 17 years, raised 3 awesome kids...and when I hear this song, I wonder why we aren`t still together."
not nostalgia,My uncle was listening this song and it snatched my attention and create love inside my heart...It taught me how to live and love
not nostalgia,Although not in front of a blue screen this is probably the lowest budget music video I've ever seen LOL
not nostalgia,"Sad that he looks like a typical middle-aged guy now. Wish he still looked more like this, but I guess when you're so handsome/cute when young, you almost naturally go downhill. He should've worked harder to preserve his looks though"
nostalgia,I'm 18 again. It's the summer of 1988 and the sixth form leaving party. Fond memories.
nostalgia,"One of the best love songs EVER !!!  I remember when i was young boy in 80's , we are dancing this magic song with the girls at the parties . Wonderfull time and era ..."
nostalgia,This brings back some great memories. I didn't know it then but it would be the last time my family and friends were all together.Many moved or past away. A heart-felt song.
nostalgia,That is a beautiful song and i still cry. When I listening that song and i close my eyes i have flashback to the most beautiful memories i had. I LOVE THAT SONG
nostalgia,I was 12 when this song was released.  I recorded it on a tape and gave it to a 12 year old girl who I swore at the time I'd stay forever with.  Oh man... the beauty and serenity of innocence of puppy love.
nostalgia,"I was 19 in 1987 and watching this video brought to my mind so many beautiful memories, it was such a wonderful time and I was so young and my girlfriend who was 17 years old, we did exactly the same as in this video, running on the beach in love with each other, now almost 50 years old gives me a lot of nostalgia, it is incredible how 30 years of this song have passed."
not nostalgia,Why can't we have music like this anymore?! What's wrong with this day & ages music?
nostalgia,i really miss the 80's and 90's best years of my life
nostalgia,it makes me nostalgic especially  the school days
not nostalgia,I really love this song. I love music from the 80's and 90's. Even though I wasn't born yet when this song came out 
not nostalgia,I wanna very much in love never thought feel this way again feel like the first time I've love I lost but I feel so much in love just can't stop thinking of him his Walker and Love so much world melts with thoughts of him his love send moon his heart sweet face send stars wait too be with him I'm so blessed I thank god I may think its hard but brightens my heart with a song I just believe 
nostalgia,Beautiful song. It brings me good memories when I was younger. I am very thankful for that kind of music
nostalgia,I remember going on holiday in Italy when I was about 5 or 6 and this came on on the TV in a restaurant and ever since I've always loved this song. I'm 17 now and although at the time I didn't really know what the song was about
not nostalgia,Stop complaining guys!! Go make music as good as this one if you can! And i'll be the first to listen to it!
not nostalgia,"this music make up my day ,I real love listening to this kind of music"
nostalgia,Man I miss those days !! When I heard this song my stomach turned !! Memories.... memories
nostalgia,I wish these days were back again!
not nostalgia,"One of the best romantic pop songs to emerge from an era chock full of great ones. For the curious, Mr. Mederios went on to reinvent himself as an educator and now is the president of a college prep school in HI. Pretty cool, IMHO."
not nostalgia,I think songs that are about how you gonna take her from behind etc and other modern music is much better:)
nostalgia,"love this song, got it on my phone brings me back when I was a young chick and in love were are the old school gone hats of to your love song live it to bits never ever for get this song"
nostalgia,"I fell in love with this innocent boy and never knew his name. His song always seemed to come on tv after school.And I would watch him doe-eyed. This song brought back memories of a time when I was still optimistic about the future. He must be old now, because I am 40 years old....man, time flies."
not nostalgia,Great music that actually meant something these days its all about looks in music videos.
not nostalgia,I do not have a girlfriend but this song makes me cry everytime! Its funny and sad at the same time. I hope you have a great 2017
nostalgia,back with my first True love my high school sweetheart after 30 years.... was 18 30 years ago..... he used to sing this and now singing it to me  again.... nothing is better than our music in the 80's they can try but never succeed ....
not nostalgia,Where can I find these kind of innocent love song with video
not nostalgia,"one of the beat romantic song of the millennium .its a classic of all time,excellent song,i just love love love it"
nostalgia,"so many happy memories of my beautiful mum listening to this song, reminds me of the happy days on holiday , miss her so much !!"
nostalgia,This song was on the first mix tape I made for my girl . Good memories (-:
nostalgia,Oh...Glen...why you are so sweet... there is no singer like him anymore...I feel very nostalgic of his song and making me back to 80's...I don't feel fun recently music's...
not nostalgia,"A great song......easy song, just simple and says exactly what a woman wants to hear. So innocent is right."
nostalgia,need to build a time machine and go back to the 80s
nostalgia,Legendary. So wish I didn't have to grow up. So many old memories 
nostalgia,Brings back so many good memories. How I wish I could go back to the 80s best time of my life. Will always love this music
nostalgia,This song reminds me of when my brother and I use to drive from sunrise back roads to reservation lake back in the 80's Good times!!
nostalgia,this brings back so many memories!!! boy how things have changed!!! wish I could go back in time! Miss the 80s and 90s.
not nostalgia,My husband who's currently out of the country has just sent me this song as I'm going through a real tough time at present. It has reduced me to tears it's words are so meaningful and beautiful
not nostalgia,The singing sounds live here. Not quite like the record. Love that.
nostalgia,"Fantastic live version! Beautiful voices, beautiful faces. Brings me back to 14 years old in 1966. Thank you Scott and John, RIP."
not nostalgia,One of the best what a performance..always loved this says much.....Thank you Scott for you talent...Rest in Peace  ...amen...the sun ain't gonna shine anymore.
nostalgia,the song reminds me and the 60s when I was very young teenager the Walker Brothers came to Luton to The Ritz and we went up the fire escape into the Ritz where we saw them they were absolutely brilliant and handsome so handsome (the wife)
not nostalgia,Not sure about the background music on this but the vocals are definitely performed live.
nostalgia,Great song brings back memories from when I was a teenager. :)
nostalgia,50 years back music take me to my best time thanks
not nostalgia,I want to be reincarnated in parallel universe where I have that voice. It is limitlessly awesome.
not nostalgia,"Wait a minute , you mean I'm dead , dead for sure should I make a move for the door that says rest room , for improvement , wait a second , one cockamame idea after another , our dream has come true and lucky for you , you have a special way of seeing the light at the beginning of the tunnel , cause after the loving I'm still in love with You , really !"
nostalgia,Please take me back to the best times of my life
not nostalgia,Nice to hear a group that sounds good live as well as the studio version.
not nostalgia,"Yes, you must be the ONLY one who thinks Frankie Valli did this better than the one, the only, the ORIGINAL Walker Brothers. The Walker Brothers' ORIGINAL version is the one I hear in my mind when I think of this song. The Frankie Valli version is too slow, in my recollection."
not nostalgia,Am I the only one who thinks The Four Seasons did so much better and that this version is too fast and horrible
not nostalgia,"Love, love this song ... heard it on Supernatural and thought to myself that I need to hear it again and again. Loved it when it came out and still do, apparently."
not nostalgia,All I am anymore is a man looking  for his wife and son any one gets in the way of that is gonna lose
nostalgia,OMG I went to see them when they came to the UK and john shouted this is for that beautiful lady who is wearing the same colors as me.jees I screamed the place down.they were fantastic so was JIMMIE HENDRICKS I loved the 60s a hippy girl I was.
not nostalgia,"How interesting that todays technology means that even with this vintage, we can now easily see the downy hair on Scott's fore arms, and come to that, the tendons and veins"
nostalgia,"Love that song, what I know now wish I could go back in time ."
not nostalgia,"thanks for the info.! i didn't realize they had such sophisticated technology in the 60's. in case you're interested, the association's ""along comes mary"" is on you tube, and jim yester is singing live along with the original recording. it's the one where they appeared on the smothers brothers show...thanks again!"
not nostalgia,"very easy to do... you didn't even need to be a studio sound engineer to get only the tracks you needed. Artists used this technique frequently in the 50's, 60's and 70's whenever they weren't making appearances with a back-up band."
nostalgia,"watched ready steady go faithfully ,was totally in love with scott walker and wanted to marry him,unfortunately being 14 at the time it was not an option!! thanks for the wonderful childhood memories........"
not nostalgia,"There's so much great stuff going on musically (like the really cool Spectorish bass line, echoed on piano) that it's easy to miss what a really excellent lyric this song has. ""Emptiness...It's a place you're in...nothing to lose...but no more to win...""  Great song.  Did this one start out with the Four Seasons?"
nostalgia,This song is almost painful to listen to as it brings back so many memories of that time period that will never be again.
nostalgia,I remember when this was a hit. I was 13 and going to school dances. Great song and to a 13 year old it was so romantic and passionate.  There would be a long line of girls doing the calypso and singing to this song. What a great voice this man has.
nostalgia,Thank you. I feel nostalgic for this music very. I was a child.
nostalgia,@TheIcewitch54 I watched Ready Steady Go while in England in the 60's and loved every minute. Brings back wonderful memories of my teen years.
nostalgia,"Its my mums favorite song, its a brilliant song, remember listening to this when I was little with my mom. Great voice."
nostalgia,I remember going to their live concert at the Hemel Hempstead Pavillion - "Pop at the Pav" during summer 1996 - Brilliant ! - and this hit song was performed at top volume! Thanks for sharing - It bought back distant memories of life in the 60s! Warm Wishes - DeniseX
not nostalgia,Real nice sound. Nice voices. Nice song. Nice theme. These guys should have made it further.
nostalgia,"One of the best i grew up with,happy memories."
not nostalgia,"Most people aren't aware of this fact, but in 1966 the Walker Brothers popularity in the UK ??it particularly that of lead vocalist Scott ??it reached a new high, especially among teenage girls, and their fan club in that country was said to have been larger than The Beatles. ""The Sun Ain't Gonna Shine Anymore,"" which hit number 1 in the UK, also did well in the U.S., but was less successful, charting at number 20."
nostalgia,"Takes me right back to being at my Mums side, she would sing along to all the great songs that were on the radio back in the 60,sheer bliss"
not nostalgia,"It was originally released as a single by Frankie Valli in 1965 on the Smash label, but was more successful when recorded by The Walker Brothers in 1966.I love Frankie but he does not do this song justice I just love it by the Walker Brothers  December 2019"
nostalgia,"Hey, I got kicked out of high school in 1966 for wearing my hair that long. Time have certainly changed."
not nostalgia,A timeless powerful great song here on this day 11/29/19. .and until the end of time we will keep listening!
not nostalgia,This song was beyond their time. They had no idea that the theme was eternal.
not nostalgia,"who else is listening to this track and thinking, my father has just passed away, somehow i got here, but I am smiling, , its nearly 3 in the morning but I am sure the sun will shine in the morning,"
nostalgia,Brings back many happy memories.
nostalgia,"The BEST song for me in the 60's, high school, endless youth energies and the best era for Rock n Roll. When you're raised in these songs and bands, nothing else matters, awesome experiences. Yes, 2019, most of them are gone but their songs and music are etched in our hearts. Walker Brothers, SCOTT, JOHN, GARY- RIP"
not nostalgia,"I wholeheartedly agree with Mr. Marin.  I have about 8,000 songs in my iTunes, and this one is my favorite of all.  I can't stand most of the garbage being put out there today, so most of my music is 50's to the 80's, so ""The Sun Ain't Gonna Shine Anymore"" is in good company. But it stands alone as the very best.  Funny, but none of the trio that made their music has the surname of Walker."
not nostalgia,"An American band, made history in Britain due to The Righteous Brothers.  Walker Brothers may not have made it as famous as they did in Britain than America.  :)"
not nostalgia,"Wow, what an unforgettable, magnificently sung masterpiece of a song this is. For some reason, I always confuse the Walker Brothers with the Righteous Brothers, probably because they sound so much alike. Both groups are outstanding artistically and deserve a great deal of respect."
nostalgia,"I remember hearing this song as a 10 year old who had just found out my 16 year old crush got a girlfriend, and really feeling the lyrics were written for me!! Listening to it now, 53 years later, that same heartache came back. That's the sign of TRUE music!!! Miss those days."
nostalgia,"Sept., 2019: goosebumps and SO MANY MEMORIES attached to this song...the melodrama of being a teenager in the 60's?? can I go back??"
not nostalgia,"Listening AGAIN Sept. 28, 2019. Singing aloud in my apt. And loving every second. Three or four listens should do the trick!"
nostalgia,"so many memories attached to this song... in my teens then... the world was a big mysterious, wonderful, place... little did I know what was to come ..."
not nostalgia,"One of the great ones that rings in my head for ever, the sun is gonna shine"
not nostalgia,"I ran into this video a couple weeks ago. I'm from the 60's era of music and somehow missed this one. Fantastic song, great instruments, lyrics, and great voices. I listen to it every day now. Thanks for posting it."
not nostalgia,I love these doomsday songs - knowing it's just a song ... one of 10 of my favorite songs ever!
nostalgia,"One of the best. Now, can I go back to those days please? Life was so much simpler then.. and they had real music too."
nostalgia,I absolutely love this song. Miss those days all the time. Can never get back there again. How sad is that.
not nostalgia,"No male vocalist sounds like this today. So sad the way music has deteriorated. Listen to the clarity, the depth and timber of his voice."
nostalgia,I miss the 60`s and 70`s so much!! I really felt alive and optimistic.
not nostalgia,I have loved this song for many years. Never tire of it.I think I like it even more today. The song is definitely in my top five.
not nostalgia,One of the greatest voices in musical history. It's too bad that they didn't create more master pieces like this one for us to enjoy forever.
not nostalgia,What a voice. This song and Take it easy on yourself. These songs had real meaning .. not some crazy break up .. Drama
nostalgia,"Timeless song. One of my favorites . Brings back lovely memories, old & new "
not nostalgia,One day God will wake us up from the dead and we will get to listen to all the beautiful music our generation of musicians shared with us. It will be glorious.forever.
not nostalgia,"One of those Classic (and there were so many of them) 60's songs. Era defining. Great sound, given what was available in the way  of Recording Equipment back then. Haunting, moving and beautifully crafted music."
nostalgia,Yeah! Listening to this song takes me back to my first heart broke....I thought the sun was not going to rise anymore because of the tears in my eyes...
not nostalgia,"Can today's artists write and sing a touching song like this???? Nobody! Nowadays all they sing about is lust, fame and money. The new generation sucks!"
nostalgia,This song reminds me of you WENDY. I miss you so much my big sister. I would give whatever I could to see you again.  Love and miss you so much
not nostalgia,just perfect! I listened to that song about a million times. got better each time ...
not nostalgia,MAGNIFICENT!!! This was never off our record player in the 60s! Amazing production and hidden away somewhere is some additional fantastic drummer. Try hearing it in stereo thru headphones. It blows your mind! KAN 6.19 UK . PS Thank you so much for presenting this in its correct 4:3 format!!!
not nostalgia,Best download yet....They had their own sound that no one has captured to this day......Sun has not shined since this era of music died......Beam me up Scottie........
nostalgia,"There are so many classic hits from this era and this is certainly one of them. Brilliant!!!!! vocals. I was 10 when this song cam out and I'm 63 now. So many memories, listening to this great tune."
not nostalgia,The vocals have always been overwhelmed by the orchestra...I wish the record company would create a more intelligible version.
not nostalgia,"What an irritating clip with the microphone obscuring the singers. Perhaps it was considered clever in its day. Great song, great performance despite the awful camera work."
not nostalgia,"i have no wish to detract from the brilliant sound - but such tight trousers - really>? once seen, really difficult to look elsewhere! imprinted in my mind, not in a good way."
not nostalgia,Great little song here..great vocals..i love to hear these kinds of songs its beautiful original and has such a great innocence and great feeling of pure spirted life..
not nostalgia,"One of those few perfect in every way love songs you'll never hear again because today's music doesn't compare with those of the past. One of my all-time favorite songs. Super arrangement, super voice, super harmony. Doesn't get any better than this."
nostalgia,"This is a timeless classic and I have always loved it. Reminds me of those innocent days back in early 66 when I was 9 years old.This was playing on the juke box in the Blind Beggar, Whitechapel when Ronnie Kray shot George Cornell straight through the forehead while he was sat at the bar in March 66 killing him almost outright."
nostalgia,My grandchild called this song crap  !!!!!!! ..This song brings back so many memories for me .. brought tears to my eyes ..
not nostalgia,Masculine melancholy given full throttle by the brilliant Scott Engel.  One of the great pop ballads of the mid 60s.
nostalgia,Brought back some crazy memories. Thank you for my teen years. Played this non stop.
nostalgia,I had the audio cassette as a child. First rap tape. I was listening to this song.
not nostalgia,watch out pretty Ricky they were here before you were and I thank you for keeping it going.
not nostalgia,I am here to tell you now that no one does it like the bottom. Miami is the home of not only the whopper but the bass as well.
nostalgia,this song was the jam when I was stationed in Germany still brings back wonderful memories listening to it.
nostalgia,Takes me way back ..  best years of my life music wise
nostalgia,Club was jumping back in the day when this song came on. Good old days
nostalgia,I can remember when I used to go to a teen club back in texas and they played this song all the time.......
nostalgia,Brings Back Memories  Days In The Club In The 80's
not nostalgia,I can honestly say South Florida bass music  had the whole south on lock back in the mid 80's through the early 90's. This is one those  classics out so many from that era!!!!!
not nostalgia,"This song fits any situation an fits any type of party, cookout, anything. This is the greatest song of all time, there will be no other song seemed out as much are listen to as muchm as this one. All genders, an races will agree. Every generation of ya family will tell you the same if you ask them. Now "" hey !!"" ""let that thank play"""
not nostalgia,"It's like this voice and beat were made to coincide. "" I need you , sha na na na , you know what I want"" music has lost it purpose . To innovate,  motivate, inspire not degrade,  diss or downgrade."
nostalgia,"Oh, cool man I miss the 1980s, but don't the one little guy look like lil  Wayne??"
nostalgia,This song just take me back. How great the 80s was
nostalgia,Damn I wish I could go back to these days.
not nostalgia,To all this is when men where men  and we told our women how we felt. But try that now your called soft why because we love you.
nostalgia,MAN TAKE ME BACK TO THE 90'S.!!!!! this new 2000s generation not for me.!! me & my fiance was just dancing all on the dance floor to this last night.. boy do I miss the 90s.
not nostalgia,the information is intended solely only one a lot few weeks and to see the if I have been a little bit more of a lot more to come in to this email in the next week's schedule a and we would be great but I if I could do it in the next few months ago but have that
nostalgia,Takes me back to school days and singing this to the girls!!
nostalgia,"god ..it takes me back...rolling skating at roller gardens,,,,,you cant top old school...the beats back then were so much better..."
nostalgia,I remember listening this track down at the skating rink too! Def reminiscing the good times!
nostalgia,AH SHIT..........This right here is classic.  This song and track is dope as hell......This song brings back so many damn memories...... I was in high school when this came out.......My friends and I use to tear the dance floor UP.......Literally.............
nostalgia,The skating rink! Ah... Good times! Brings back awesome memories!
nostalgia,"this song was the  back in the day man when it came one everybody was out there 88-89 in fl.tyndal a.f.b. brings back a lot of good memories I have been looking for this song for years and now I have got it ,never new the groups name,thanks man"
nostalgia,what the?!  what kind of rapping is this? 1988 whatever . anyway I am not hating because this was one of my jams back then. i was rocking this song every chance i got. BRINGS BACK MEMORIES!!
nostalgia,More than I can say.. Miss everything from 70's....
nostalgia,Brings back memories of my childhood back in the 80's. They were the best of times...
nostalgia,My dad used to bath us in the 70s. We were all real little and he  sing this to my mom while he was bathing us. Precious Memories. 
nostalgia,"Reminds me of being a little girl, listening to this with my parents. Love it"
not nostalgia,"I love this song, it is a classic, and there is no other that is exactly like it, nor will it age, so whatever dumb comments others may say, it just means they don't have LOVE in their life.  So, from me to you, I love you more than I can say, and twice as much tomorrow."
not nostalgia,"This man had more natural talent then all of today pop tarts and wailing ball less dudes on the radio......I can only imagine the masterpieces he would have written today had he not passed at such a young age, many more great songs by Leo await you, listen to them all."
not nostalgia,"There is something really special to that era, not those HD graphics, no enchanced music just simplistic and real yet amazing."
not nostalgia,That pretty much is what happens when I paint too.  I end up just wearing paint.
not nostalgia,The guy has cute smile... and yes we all came here after listening to sweet GRANDMA and that AMAZING street singer
not nostalgia,"Twitter is such a powerful media source!! The amount of people here, myself included, after seeing the sweet video of the lady singing with her dog is unbelievable!! "
not nostalgia,"I too came here after listening to Malinda Herman singing to her Chihuahua. I have a Chihuahua/Jack Russell terrier mix, Lola. She is a rescue, and the most intelligent, loving and sensitive dog I have ever owned. And I love her more than I can say."
nostalgia,"This was the first song that my ex boyfriend sent me a cassette of ( I was in the 6th grade,lol) later on my late husband and I use to listen to it (it became our song, but he has since pass away in 2009 so whenever I think/miss him i listen to it."
nostalgia,Really hard song for me to listen to.  I used to sing this with my now deceased mother in the car in 80s.  She knew it was my favorite at the time and used to turn it up and we'd sing it to each other.  She was getting something out of me that I usually didn't give her because I didn't really know what love was at 8.
nostalgia,"I had forgotten this song even existed until I saw the lovely old lady and her cat serenading her sweet little doggo. I was 4 years old when this song came out in 1980. It gives me such warm, early childhood nostalgia. Brings me right back. Feels like yesterday. That lady was probably about my age, now (40-ish) when this song first came out. In the blink of an eye I'll be her age now, if I'm lucky enough to live that long."
nostalgia,I love you more than I can say. It's the words to the song .that makes it a big hit. Brings back so many memories.
not nostalgia,"I find this song so soothing, this is the first time I've seen the video, I prefer the song in a different format"
nostalgia,I really miss the old day :(
not nostalgia,What a beauty   How beautiful is this message delivered from the bottom of the heart. I love you twice as much tomorrow...... what a great word. Unfortunately youngsters of today will never be able to measure the weight of this song.
nostalgia,"2019 here.....reminds me of saying goodbye to my first love at the airport, he was moving out of state, my high school heart was truly broken."
nostalgia,"listen to this song, remember childhood, and my father often sings this song."
nostalgia,"2019 but the songs feels so fresh ,so many wonderful past  memories  relate with this  song "
nostalgia,Wow I love this song takes me back to my teenager years
nostalgia,Love this omg memories thanks for the throw back feeling. Love love love
nostalgia,"Yes, remind me the carefree and joyful old days. Thank you, Leo."
nostalgia,Excellent. Brings back my youth day memories. I used to hear and enjoy this classic song in Srilanka broadcasting corp.
not nostalgia,There's a similar song I've been trying so hard to remember for months. It starts off in the same way with a melodica or something. The chorus goes like this : https://vocaroo.com/i/s160cDsW59Ye    Thanks in advance :)
not nostalgia,"if my future boyfriend sing this song for me, i would tell him that i love him more than i can say."
not nostalgia,this young man could sing a song as a special way I love to hear it over and over
nostalgia,"Goodness! Listening to that Song After apropos. 30 years again. Nice, gives me a smile and Reminds me on First innocent love..."
not nostalgia,"He came to New Zealand with his then girlfriend, a real a scruffy unattractive girl. Wonder what happened after, did he marry her?"
nostalgia,"January 2019...I remember sitting in the back seat, am radio playing the song looking at my parents and my little sister next to me, nothing but love...."
nostalgia,tears in my eyes....nostalgic
nostalgia,My dad would listen to this song and I was there inhaling the soon to be nostalgia.
nostalgia,The song my wife and I danced to at our Wedding as well as roller skated to when we were High School Sweethearts! at Happy Wheels in Portland Maine!
nostalgia,Nostalgia of 80s when I was young & being proud of humming this song..
not nostalgia,"I am just another guy who feels those were the days when it was music, music and music all the way. Look around you today it is lot of noise, epileptic seized dance and lot of bulls."
not nostalgia,"Late at night, when the streets are clear of cars, this is a good tune to drive with. Relaxed vibe."
not nostalgia,"Imagine driving a car through the California desert roadway with the warm sunset, listening to this song would be the GOLDEN moment."
not nostalgia,"Dear sir i really like you're song and i want too use you are song my short film,but i want you are permission"
nostalgia,"another great song , it makes me miss the past , the world today is garbage"
not nostalgia,One song singing by many singer but a singer gives life and that song is never memorable. You will not forget Leo.
nostalgia,"when i was a kid, my father liked to open this song every morning every after school i miss that moment."
nostalgia,"Brings back memories... summer of '82, 14 years old, falling in love with a 14 year old girl, listening to this song and feeling exactly like that ;) Long walks hand in hand, a first kiss on the shores of Danube... all tied to this song."
not nostalgia,I love his music and always have. Beautiful voice. Very talented and good looking to boot as well
